Identity number	Search word	Text in German	Text in English	Meaning	Displayed meaning	Effective type	Write-protect entry for screens	Variable name	Header or table section?	Change-row EFOP	Insert-row-before-EFOP	Insert-row-after EFOP	Delete-row-before-EFOP	Delete-row-after-EFOP	Select-row EFOP	Move-rows-before EFOP	Move-row validation EFOP	Move-rows-to EFOP	Cancel screen EFOP	Exit screen EFOP	Enter screen EFOP	End of screen EFOP	Screen number	Screen validation EFOP	Footer	Button (after) EFOP	Button (before) EFOP	Exit field EFOP	Field filled EFOP	Field validation EFOP
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Gruppe	Group	I9	always read-only	itgrust	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Gruppennummer	Group number	GRN65	always read-only	itgruppe	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Gruppenbezeichnung	Group description	GRB65	always read-only	itgrbez	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Satznummer	Record no.	P65	always read-only	itsn	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Datensatz-ID	Data record ID	ID65	always read-only	itid	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Datenbanknummer	Database number	AN177	always read-only	itdnr	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Datenbankbezeichnung	Database description	A177	always read-only	itdbez	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Schemaversion	Schema version	ZAE1	always read-only	itschemaversion	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Gruppennummer der Objektgruppe	Group number of object group	GRN65	always read-only	itobjgruppe	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Gruppenbezeichnung der Objektgruppe	Group description of object group	GRB65	always read-only	itobjgrbez	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Datenbanknummer der Objektgruppe	Database number of object group	AN177	always read-only	itobjdnr	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Datenbankbezeichnung der Objektgruppe	Database description of object group	A177	always read-only	itobjdbez	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Gehört das Objekt zur Tabelle?	Does the object belong to the table?	B	always read-only	itobjinzeile	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Anzahl Zeilen im Tabellenteil	Number of rows in the table section	I7	always read-only	itozeilen	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Zu archivierendes Dokument	Document to be archived	DV	always read-only	itdateiarchivieren	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Drucken	Print	BU14	editable	itbudruck	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Drucken	Print	BU8	editable	itbudruck2	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Infosystem	Infosystem	BU14	editable	itbuinfosys	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Aktion auslösen	Trigger action	BU14	editable	itbuaktion	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Markierte Zeile	Selected row	I5	editable	itmarkiertzn	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Identnummer	Identity number	N65	always read-only	itnum65	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Identnummer	Identity number	NK65	always read-only	itnummer	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Identnummer	Identity number	NL65	always read-only	itnummerb	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Suchwort	Search word	SW65	always read-only	itsuch65	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Suchwort	Search word	SWK65	always read-only	itsuch	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Suchwort	Search word	SWL65	always read-only	itsuchb	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Arbeitsbereich	Workspace	GLU20	always read-only	iearb	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Rang des Arbeitsbereiches	Ranking of workspace	IP5	always read-only	ierangarb	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Datenbank	Database	A35	always read-only	iedatname	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Datenbank	Database	A35	always read-only	iedn	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Datenbank	Database	AN35	always read-only	iedatnr	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Gruppenvektor	Group vector	IP9	always read-only	iegrp	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Gruppenliste	Group list	GL85	always read-only	iegrliste	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Gruppennamenliste	List with names of groups	GL40	always read-only	iegrtxt	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Gruppenauswahl	Group selection	BU3	editable	iegrausw	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Berichtskopf	Header	GL200	editable	iebkopf	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Berichtsfuß	Footer	GL200	editable	iebfuss	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Gruppenkopf	Group header	GL200	editable	iegrkopf	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Gruppenfuß	Group footer	GL200	editable	iegrfuss	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Tabelle	Table	GL200	editable	ietab	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Berichtstyp	Report type	A82	always read-only	iebtyp	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Ausgabetyp	Output type	A83	always read-only	ieatyp	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Ausgabegerät	Output device	GL20	always read-only	ieageraet	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Ausgabeparameter	Output parameter	GL100	always read-only	ieaparam	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Maximale Anzahl von Tabellenzeilen	Maximum number of table rows	IP5	editable	iemaxlines	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Anzahl der Stufen, die sofort geöffnet werden	Number of levels which are opened immediately	IP4	always read-only	ieanzstufen	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Infosystem hat Baumansicht?	Infosystem has tree view?	B	always read-only	ietreeview	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Rückfrage bei Abbruch?	Query when cancelling?	B	always read-only	ieabbrfrage	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Maskennummer	Screen number	I9	always read-only	iemaskennr	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Titel	Title	GL	always read-only	ismenuetitel	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Zeilennummer als vorausgewählter Menüeintrag	Line number as preselected menu entry	IP9	always read-only	ismenuevorauswahl	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Soll Menüvorauswahl sofort benutzt werden?	Should menu preselection be used immediately?	B	always read-only	ismenuesofort	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Markierten Menüeintrag auswählen	Select selected menu entry	BU3	editable	ismenueokay	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Menüauswahl abbrechen	Cancel menu selection	BU3	editable	ismenueabbruch	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Dialogendeaktion	End of dialog action	A328	always read-only	iskmenueendeaktion	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Text für Rückfrage bei Abbruch	Text for query when cancelling	GL80	editable	isabbrfragetxt	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Infosystem-Stammsatz	Infosystem - Master Record	P65:1	always read-only	isisref	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Selektionsstring	Selection string	GL	editable	isselect	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Auswahlkriterien	Selection criteria	GL100	always read-only	isauswahl	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Stufe	Level	IP3	always read-only	isstufe	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Startbutton	Start button	BU3	editable	isbstart	No												ek/LBEVOR.ME		10002			is/HOL.LISTE	ek/LBEVOR.EV			
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Datum, Uhrzeit	Date, time	GD19	always read-only	isstartzeit	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Beginn Reservefelder für Kopfteil	Start of user-defined fields for the header section	K1	Field hidden	itresstart06502	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Selektionsleiste	Selection bar	BU3	editable	isbselect	No												ek/LBEVOR.ME		10002			ek/LBEVOR.EV				
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Selektionsleiste	Selection bar	B	editable	isselektion	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Bestelltermin von	Purchase order date from	GD	editable	isbtermvon	No												ek/LBEVOR.ME		10002					ek/LBEVOR.EV		
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Bestelltermin bis	PO date to	GD	editable	isbtermbis	No												ek/LBEVOR.ME		10002					ek/LBEVOR.EV		
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Artikel	Product	P2:1.2.4.5	editable	iskart	No												ek/LBEVOR.ME		10002					ek/LBEVOR.EV		
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Artikelbezeichnung	Product description	PT2:1.2.4.5	always read-only	iskartname	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Lieferant	Supplier	P1:1.2	editable	isklief	No												ek/LBEVOR.ME		10002					ek/LBEVOR.EV		
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Lieferantenname	Supplier name	PT1:1.2	always read-only	iskliefname	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Toleranz	Tolerance	IP2	editable	istol	No												ek/LBEVOR.ME		10002					ek/LBEVOR.EV		
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Dateiverweis Statusfahne rot = kritisch	File reference status flag red = critical	DV1	always read-only	isrot	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Statusfahne rot	Status flag red	DVS1	always read-only	isrotz	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Dateiverweis Statusfahne gelb = Vorgänger kritisch	File reference status flag yellow = predecessor critical	DV1	always read-only	isgelb	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Statusfahne gelb	Status flag yellow	DVS1	always read-only	isgelbz	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Dateiverweis Statusfahne grün = unkritisch	File reference status flag green = not critical	DV1	always read-only	isgruen	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Statusfahne grün	Status flag green	DVS1	always read-only	isgruenz	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Nur kritische Vorgänge	Critical processes only	B	editable	iskrit	No												ek/LBEVOR.ME		10002					ek/LBEVOR.EV		
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Lagergruppe	Warehouse group	PS39:2	editable	isklgruppe	No												ek/LBEVOR.ME		10002					ek/LBEVOR.EV		
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Lagergruppe	Warehouse group	PT39:2	always read-only	isklgruppename	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Masken-ID des Infosystems PLANKARTE	Screen ID of the infosystem PLANKARTE	GL20	always read-only	ismaskplan	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Disponent	Buyer	P11:1	editable	isbetreuer	No												ek/LBEVOR.ME		10002					ek/LBEVOR.EV		
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Disponent	Buyer	PT11:1	always read-only	isbetreuername	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Nur fixierte Vorgänge zeigen	Only view fixed processes	B	editable	isvorgfix	No												ek/LBEVOR.ME		10002					ek/LBEVOR.EV		
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Projekt	Project	PS86:1	editable	iskprojekt	No												ek/LBEVOR.ME		10002					ek/LBEVOR.EV		
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Projekt	Project	PT86:1	always read-only	iskprojektname	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Fehlerhinweis der Disposition	Scheduling error information	DVS1	editable	isattdispo	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Basisartikel	Base product	P2:9	editable	iskbasisartikel	No												ek/LBEVOR.ME		10002					ek/LBEVOR.EV		
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Bezeichnung Basisartikel	Base product description	PT2:9	always read-only	iskbezbasisartikel	No												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Zeilen-ID	Row ID	TZN	always read-only	ittabnr	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Zeilen-ID	Row ID	IDZ65:2	always read-only	itzid	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Laufende Zeilennummer	Consecutive row number	I7	always read-only	itzn	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Drucken	Print	BU14	editable	itbudruck	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Drucken	Print	BU8	editable	itbudruck2	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Infosystem	Infosystem	BU14	editable	itbuinfosys	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Aktion auslösen	Trigger action	BU14	editable	itbuaktion	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Zeile markiert?	Row selected?	B	editable	itmarkiert	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Markierungsordnung	Selection order	I5	editable	itmarkierung	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Stufe innerhalb des Baums	Level within the tree	IP4	always read-only	istbaumstufe	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Status des Baumelementes	Status of tree element	A102	always read-only	istbaumstat	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Baum auf-/zuklappen	Expand/Collapse tree	BU3	editable	istbaumaufzu	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Bezeichnung des Baumelementes	Component description	GL254	always read-only	istbaumtext	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Tooltipp	Tooltip	GL254	always read-only	istbauminfo	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Symbol (Dateiname)	Symbol (File name)	DV1	always read-only	istbaumicon	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Symbol	Symbol	DVS1	always read-only	istbaumiconz	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Ist Menüeintrag ausführbar?	Can menu entry be executed?	B	always read-only	istmenuemoeglich	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Ist Menüeintrag eingeschaltet?	Has menu entry been activated?	B	always read-only	istmenuean	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Dialogendeaktion	End of dialog action	A328	always read-only	istmenueendeaktion	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Beginn Reservefelder für Tabellenteil	Start of user-defined fields for the table section	K1	Field hidden	ittresstart06502	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Basisartikel	Base product	P2:9	always read-only	isbasisartikel	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Bezeichnung Basisartikel	Base product description	PT2:9	always read-only	isbezbasisartikel	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Artikel	Product	P2:1.4.5	always read-only	isart	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Artikelbezeichnung	Product description	PT2:1.4.5	always read-only	isbez	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Lieferantenbestellnummer	Supplier part number	GL14	always read-only	isbstnr	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Kürzel der Dispositionsart	Scheduling mode identifier	AK134	always read-only	isdispo	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Dispositionsart ausgeschrieben	Scheduling mode written in full	A134	always read-only	isdispoa	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Disponent	Buyer	P11:1	always read-only	istbetreuer	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Disponent	Buyer	PT11:1	always read-only	istnamebetreuer	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Vorgang	Transaction	P4	always read-only	isvorgang	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Verwendung	Use	GL15	always read-only	isverw	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Lagergruppe	Warehouse group	PS39:2	always read-only	islgruppe	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Lagergruppe	Warehouse group	PT39:2	always read-only	isnamelgruppe	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Lieferant	Supplier	P1:1.2	always read-only	islief	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Lieferant	Supplier	PT1:1.2	always read-only	isliefname	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Bestellmenge	Quantity ordered	ARTR51000	always read-only	ismge	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Bestelleinheit	PO unit	TAZ1	always read-only	isehe	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Preis	Price	R13.2	always read-only	ispreis	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Währung für Einzelpreis	Currency for unit price	PS94:1	always read-only	ispland	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Preiseinheit	Price unit	TAZ1	always read-only	istpe	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Kritisch	Critical	AK305	always read-only	istkrit	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Statusfahne	Status flag	DVS1	always read-only	isfahnez	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Dateiverweis Statusfahne	File reference status flag	DV1	always read-only	isfahne	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Bestelltermin	Purchase order date	GD	always read-only	iststerm	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Liefertermin	Delivery date	GD	always read-only	istterm	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Solltermin	Target date	GD	always read-only	istwterm	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Frühster Liefertermin	Earliest delivery date	GD	always read-only	istfterm	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Kostenstelle/-träger	Cost centre/Cost object	P5:2.4.8	always read-only	iskstelle	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Beschaffungshinweis	Procurement note	A28	always read-only	isbshinw	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Plankarte (PK)	Plan chart	BU3	editable	isbplan	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Lagerplatz	Location	PS38	always read-only	isplatz	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Lagerplatz	Location	PT38	always read-only	isplatzname	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Vorgang fixiert	Process fixed	B	always read-only	isfix	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Projekt	Project	PS86:1	always read-only	isprojekt	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Infosystem SCHEDREPORT	Infosystem SCHEDREPORT	DVB1	editable	isicoattdispo	Yes												ek/LBEVOR.ME		10002			ek/LBEVOR.EV				
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Infosystem SCHEDREPORT	Infosystem SCHEDREPORT	DVS1	always read-only	isicoattdispoz	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Anfragen	Requests	B	always read-only	isanfragen	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Angefragt	Requested	DVB1	editable	isangefragt	Yes												ek/LBEVOR.ME		10002			ek/LBEVOR.EV				
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Angefragt	Requested	BU8	editable	isangefragt2	Yes												ek/LBEVOR.ME		10002			ek/LBEVOR.EV	ek/LBEVOR.BB			
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Bestellvorschlag	Purchase order suggestion	ID4	always read-only	istid	Yes												ek/LBEVOR.ME		10002							
10002	LBEVOR	Bestellvorschläge	Purchase order suggestions	Information zur Weitergabe	Information to be transferred	GL32	always read-only	isverwerbtxt	Yes												ek/LBEVOR.ME		10002							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Gruppe	Group	I9	always read-only	itgrust	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Gruppennummer	Group number	GRN65	always read-only	itgruppe	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Gruppenbezeichnung	Group description	GRB65	always read-only	itgrbez	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Satznummer	Record no.	P65	always read-only	itsn	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Datensatz-ID	Data record ID	ID65	always read-only	itid	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Datenbanknummer	Database number	AN177	always read-only	itdnr	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Datenbankbezeichnung	Database description	A177	always read-only	itdbez	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Schemaversion	Schema version	ZAE1	always read-only	itschemaversion	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Gruppennummer der Objektgruppe	Group number of object group	GRN65	always read-only	itobjgruppe	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Gruppenbezeichnung der Objektgruppe	Group description of object group	GRB65	always read-only	itobjgrbez	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Datenbanknummer der Objektgruppe	Database number of object group	AN177	always read-only	itobjdnr	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Datenbankbezeichnung der Objektgruppe	Database description of object group	A177	always read-only	itobjdbez	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Gehört das Objekt zur Tabelle?	Does the object belong to the table?	B	always read-only	itobjinzeile	No												la/LUMLVOR.ME		10003							
